,uid,title,genre,aired,episodes,members,popularity,ranked,score
5485,4094,Batman: Gotham Knight,"['Action', 'Adventure', 'Martial Arts']","Jul 8, 2008",6.0,22001,3043,3668.0,7.03
5486,33254,Arslan Senki (TV) OVA,"['Adventure', 'Historical', 'Fantasy', 'Shounen']","May 9, 2016 to Nov 9, 2016",2.0,15950,3582,3667.0,7.03
5487,40295,Another World,['Sci-Fi'],"Sep 13, 2019 to Oct 4, 2019",3.0,5493,5534,3666.0,7.03
5490,1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"['Comedy', 'Magic', 'Romance', 'Sci-Fi']","May 25, 2005 to Oct 25, 2005",6.0,5880,5385,3663.0,7.04
5491,3754,Tongari Boushi no Memole,"['Fantasy', 'Magic', 'Shoujo']","Mar 3, 1984 to Mar 3, 1985",50.0,1677,8347,3661.0,7.04
5492,1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"['Comedy', 'Romance', 'Sci-Fi']","Oct 4, 2003 to Dec 20, 2003",12.0,7777,4805,3662.0,7.04
5493,687,Tokyo Mew Mew,"['Sci-Fi', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'Shoujo']","Apr 6, 2002 to Mar 29, 2003",52.0,97295,1125,3660.0,7.04
5494,28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"['Parody', 'School', 'Slice of Life']","Apr 5, 2015 to Jun 28, 2015",12.0,3200,6864,3659.0,7.04
5495,342,Starship Operators,"['Drama', 'Military', 'Sci-Fi', 'Space']","Jan 5, 2005 to Mar 30, 2005",13.0,12489,3947,3658.0,7.04
5497,2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"['Drama', 'Mecha', 'Military', 'Sci-Fi']","Mar 21, 1994 to Nov 21, 1994",5.0,2541,7377,3656.0,7.04
5498,5307,Sora wo Kakeru Shoujo,"['Adventure', 'Comedy', 'Sci-Fi', 'Space']","Jan 6, 2009 to Jun 30, 2009",26.0,21045,3113,3655.0,7.04
5502,607,Otogi Juushi Akazukin,"['Adventure', 'Comedy', 'Fantasy']","Jul 1, 2006 to Mar 31, 2007",39.0,5444,5547,3651.0,7.04
5503,6324,Omamori Himari,"['Action', 'Harem', 'Comedy', 'Demons', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy']","Jan 7, 2010 to Mar 25, 2010",12.0,177589,610,3649.0,7.04
5504,39539,No Guns Life,"['Action', 'Sci-Fi', 'Drama', 'Seinen']","Oct 11, 2019 to Dec 27, 2019",12.0,90286,1201,3648.0,7.04
5505,2573,Minami no Niji no Lucy,"['Slice of Life', 'Adventure', 'Drama']","Jan 10, 1982 to Dec 26, 1982",50.0,1349,8875,3646.0,7.04
5506,1869,Nana Recaps,"['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Slice of Life']","Jun 21, 2006 to Jan 10, 2007",3.0,14282,3745,3647.0,7.04
5507,34825,Keppeki Danshi! Aoyama-kun,"['Comedy', 'Seinen', 'Sports']","Jul 3, 2017 to Sep 18, 2017",12.0,79149,1372,3644.0,7.04
5508,1659,Mai-Otome Specials,"['Fantasy', 'Magic', 'Comedy', 'Drama']","Jan 27, 2006 to Sep 26, 2006",9.0,5330,5603,3645.0,7.04
5510,2389,Kagaku Ninja-tai Gatchaman,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']","Oct 1, 1972 to Sep 29, 1974",105.0,7096,4988,3642.0,7.04
5511,37426,Sarazanmai,"['Action', 'Fantasy', 'Supernatural']","Apr 12, 2019 to Jun 21, 2019",11.0,68173,1547,1256.0,7.66
5512,32542,Sakamoto Desu ga?,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Apr 8, 2016 to Jul 1, 2016",12.0,400388,215,1255.0,7.66
5514,708,Patapata Hikousen no Bouken,"['Adventure', 'Sci-Fi']","Jan 5, 2002 to Jun 29, 2002",26.0,4883,5802,1253.0,7.66
5516,7627,Mitsudomoe,"['Comedy', 'School', 'Slice of Life']","Jul 3, 2010 to Sep 26, 2010",13.0,80968,1341,1251.0,7.66
5521,20945,Iron Kid,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","Apr 6, 2006 to Sep 28, 2006",26.0,2499,7435,3641.0,7.04
5527,18343,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,"['Military', 'School']","Dec 21, 2012 to Jun 21, 2013",6.0,9400,4457,3638.0,7.04
5532,16726,gdgd Fairies 2,"['Comedy', 'Fantasy']","Jan 10, 2013 to Mar 28, 2013",12.0,1889,8091,3637.0,7.04
5533,603,Futari wa Precure,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shoujo']","Feb 1, 2004 to Jan 30, 2005",49.0,28737,2632,3635.0,7.04
5535,9367,Freezing,"['Action', 'Sci-Fi', 'Harem', 'Drama', 'Romance', 'Ecchi', 'Martial Arts', 'Seinen']","Jan 8, 2011 to Apr 7, 2011",12.0,235772,433,3634.0,7.04
5536,38062,Endro~!,"['Fantasy', 'Magic', 'Slice of Life']","Jan 13, 2019 to Mar 31, 2019",12.0,41880,2139,3633.0,7.04
5539,859,Digimon Savers,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']","Apr 2, 2006 to Mar 25, 2007",48.0,60573,1657,3631.0,7.04
5541,23321,Log Horizon 2nd Season,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic']","Oct 4, 2014 to Mar 28, 2015",25.0,388783,224,1250.0,7.66
5542,39734,Line Novel,['Slice of Life'],"Apr 16, 2019",2.0,448,11289,1249.0,7.66
5547,10471,Ie Naki Ko Remy Specials,"['Adventure', 'Drama']","Jun, 1997",3.0,1543,8561,1244.0,7.66
5550,36094,Hakumei to Mikochi,"['Fantasy', 'Seinen', 'Slice of Life']","Jan 12, 2018 to Mar 30, 2018",12.0,39786,2204,1241.0,7.66
5551,132,GetBackers,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']","Oct 5, 2002 to Sep 20, 2003",49.0,95687,1144,1240.0,7.66
5552,129,Gensoumaden Saiyuuki,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']","Apr 4, 2000 to Mar 27, 2001",50.0,42199,2106,1239.0,7.66
5553,36704,Free!: Dive to the Future,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']","Jul 12, 2018 to Sep 27, 2018",12.0,67348,1555,1238.0,7.66
5554,874,Digimon Tamers,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']","Apr 1, 2001 to Mar 31, 2002",51.0,138125,803,1237.0,7.66
5563,7817,B-gata H-kei,"['Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']","Apr 2, 2010 to Jun 18, 2010",12.0,284458,344,3627.0,7.04
5566,37294,Wangu Xian Qiong 2nd Season,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']","Mar 15, 2018 to May 31, 2018",12.0,1528,8592,3624.0,7.05
5567,19023,"Wake Up, Girls!","['Drama', 'Music']","Jan 11, 2014 to Mar 29, 2014",12.0,42029,2112,3623.0,7.05
5568,37916,Uma Musume: Pretty Derby - BNW no Chikai,"['Slice of Life', 'Sports']","Dec 19, 2018",3.0,6125,5312,3622.0,7.05
5571,9673,Tegami Bachi: Omakebachi,['Comedy'],"Dec 22, 2010 to Aug 26, 2011",25.0,4303,6102,3619.0,7.05
5572,21881,Sword Art Online II,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']","Jul 5, 2014 to Dec 20, 2014",24.0,1077494,18,3618.0,7.05
5574,3332,Stop!! Hibari-kun!,"['Comedy', 'Shounen']","May 20, 1983 to Jan 27, 1984",35.0,3947,6317,3616.0,7.05
5575,31374,Shingeki! Kyojin Chuugakkou,"['Comedy', 'Parody', 'School', 'Shounen']","Oct 4, 2015 to Dec 20, 2015",12.0,103655,1076,3615.0,7.05
5576,31229,Servamp,"['Action', 'Comedy', 'Supernatural', 'Drama', 'Vampire', 'Josei']","Jul 5, 2016 to Sep 20, 2016",12.0,154716,722,3614.0,7.05
5577,3493,Ryuusei no Rockman Tribe,['Adventure'],"Nov 3, 2007 to Mar 29, 2008",21.0,4996,5754,3613.0,7.05
5581,27539,Pikmin Short Movies,"['Kids', 'Fantasy']","Oct 25, 2014",3.0,1012,9498,3609.0,7.05
5582,38026,Ookami to Koushinryou VR,"['Adventure', 'Historical', 'Fantasy']","Jun 3, 2019",4.0,11446,4113,3608.0,7.05
5583,1137,Mushrambo,"['Sci-Fi', 'Adventure', 'Drama', 'Fantasy', 'Shounen']","Feb 5, 2000 to Sep 23, 2000",32.0,11986,4011,3607.0,7.05
5584,3313,Montana Jones,"['Adventure', 'Mystery', 'Comedy', 'Historical']","Apr 2, 1994 to Apr 8, 1995",52.0,1265,9018,3606.0,7.05
5585,157,Mahou Sensei Negima!,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']","Jan 6, 2005 to Jun 30, 2005",26.0,108850,1027,3605.0,7.05
5586,1650,Uchuu Senkan Yamato,"['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']","Oct 6, 1974 to Mar 30, 1975",26.0,18172,3346,1236.0,7.67
5588,10278,The iDOLM@STER,"['Comedy', 'Drama', 'Music']","Jul 8, 2011 to Dec 23, 2011",25.0,117109,959,1234.0,7.67
5590,8407,Sora no Otoshimono: Forte,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi', 'Shounen', 'Supernatural']","Oct 2, 2010 to Dec 18, 2010",12.0,217201,493,1232.0,7.67
5591,35503,Shoujo☆Kageki Revue Starlight,"['Music', 'School']","Jul 13, 2018 to Sep 28, 2018",12.0,45185,2038,1231.0,7.67
5593,5507,Senjou no Valkyria,"['Action', 'Military', 'Romance']","Apr 5, 2009 to Sep 27, 2009",26.0,106580,1042,1229.0,7.67
5595,30296,Rakudai Kishi no Cavalry,"['Action', 'Romance', 'Ecchi', 'Fantasy', 'School']","Oct 3, 2015 to Dec 19, 2015",12.0,466317,155,1227.0,7.67
5596,17249,Pretty Rhythm: Rainbow Live,"['Slice of Life', 'Sports', 'Music', 'Shoujo']","Apr 6, 2013 to Mar 29, 2014",51.0,8077,4753,1226.0,7.67
5600,584,Noein: Mou Hitori no Kimi e,"['Adventure', 'Drama', 'Sci-Fi', 'Slice of Life']","Oct 12, 2005 to Mar 29, 2006",24.0,72201,1461,1222.0,7.67
5601,24135,Nobunaga Concerto,"['Comedy', 'Historical', 'Romance', 'Shounen']","Jul 12, 2014 to Sep 20, 2014",10.0,40858,2164,1221.0,7.67
5617,32543,Lu Shidai 2nd Season,"['Action', 'Adventure', 'Comedy', 'Game', 'Parody']","Nov 26, 2014 to Dec 12, 2015",13.0,1854,8122,3602.0,7.05
5619,3737,Usavich,"['Adventure', 'Comedy']",2006 to 2007,13.0,5698,5448,3695.0,7.03
5621,33573,BanG Dream!,['Music'],"Jan 21, 2017 to Apr 22, 2017",13.0,42508,2108,3701.0,7.02
5622,9346,Battle Spirits: Brave,"['Game', 'Military', 'Sci-Fi', 'Adventure', 'Demons']","Sep 12, 2010 to Sep 11, 2011",50.0,2399,7521,3702.0,7.02
5624,8,Bouken Ou Beet,"['Adventure', 'Fantasy', 'Shounen', 'Supernatural']","Sep 30, 2004 to Sep 29, 2005",52.0,12319,3968,3704.0,7.02
5625,8394,Cyborg 009 (TV),"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 5, 1968 to Sep 27, 1968",26.0,4731,5880,3706.0,7.02
5626,933,Dai Mahou Touge,"['Comedy', 'Magic', 'Supernatural']","Mar 20, 2006 to Mar 21, 2007",4.0,25559,2805,3707.0,7.02
5628,37517,Happy Sugar Life,"['Drama', 'Horror', 'Psychological', 'Shounen']","Jul 14, 2018 to Sep 29, 2018",12.0,117492,971,3715.0,7.02
5630,10161,No.6,"['Action', 'Sci-Fi', 'Mystery', 'Drama']","Jul 8, 2011 to Sep 16, 2011",11.0,262723,377,1220.0,7.67
5631,1483,Master Keaton,"['Adventure', 'Drama', 'Historical', 'Mystery', 'Seinen', 'Slice of Life']","Oct 6, 1998 to Mar 29, 1999",24.0,15821,3595,1219.0,7.67
5633,1606,Kekkaishi (TV),"['Adventure', 'Comedy', 'Fantasy', 'Shounen']","Oct 16, 2006 to Feb 5, 2008",52.0,83034,1312,1217.0,7.67
5634,33209,Huyao Xiao Hongniang: Wangquan Fugui,"['Comedy', 'Historical', 'Supernatural', 'Romance']","Jan 8, 2016 to Apr 15, 2016",14.0,9746,4391,1216.0,7.67
5635,37972,Hoshiai no Sora,"['Slice of Life', 'Sports', 'Drama', 'School']","Oct 11, 2019 to Dec 27, 2019",12.0,53500,1811,1215.0,7.67
5636,24765,Gakkougurashi!,"['Slice of Life', 'Psychological', 'School', 'Horror', 'Mystery']","Jul 9, 2015 to Sep 24, 2015",12.0,273227,365,1214.0,7.67
5637,4725,Ga-Rei: Zero,"['Action', 'Super Power', 'Supernatural', 'Thriller']","Oct 6, 2008 to Dec 22, 2008",12.0,189317,570,1213.0,7.67
5638,32948,Fune wo Amu,"['Slice of Life', 'Drama', 'Romance']","Oct 14, 2016 to Dec 23, 2016",11.0,70276,1497,1212.0,7.67
5639,9982,Fairy Tail OVA,"['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']","Apr 15, 2011 to Jun 17, 2013",5.0,123655,908,1211.0,7.67
5642,11111,Another,"['Mystery', 'Horror', 'Supernatural', 'Thriller', 'School']","Jan 10, 2012 to Mar 27, 2012",12.0,952103,34,1207.0,7.67
5643,2214,Black Jack 21,"['Action', 'Drama']","Apr 10, 2006 to Sep 4, 2006",17.0,9228,4486,1208.0,7.67
5659,29785,Jitsu wa Watashi wa,"['Comedy', 'Supernatural', 'Romance', 'Vampire', 'Fantasy', 'School', 'Shounen']","Jul 7, 2015 to Sep 29, 2015",13.0,160788,694,3720.0,7.02
5662,1040,Mizuiro Jidai,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']","Apr 4, 1996 to Feb 27, 1997",47.0,2754,7186,3725.0,7.02
5663,621,Night Walker: Mayonaka no Tantei,"['Action', 'Comedy', 'Horror', 'Mystery', 'Vampire']","Jul 9, 1998 to Sep 23, 1998",12.0,14764,3685,3726.0,7.02
5665,525,Otogizoushi,"['Adventure', 'Drama', 'Fantasy', 'Historical']","Jul 7, 2004 to Mar 30, 2005",26.0,13857,3788,3729.0,7.02
5667,35905,Ryuuou no Oshigoto!,"['Comedy', 'Game', 'Slice of Life']","Jan 8, 2018 to Mar 26, 2018",12.0,98058,1123,3732.0,7.02
5669,36817,Sunohara-sou no Kanrinin-san,"['Comedy', 'Slice of Life']","Jul 5, 2018 to Sep 20, 2018",12.0,65680,1574,3735.0,7.02
5670,174,Tenjou Tenge,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']","Apr 2, 2004 to Sep 17, 2004",24.0,141314,787,3736.0,7.02
5673,5955,Toaru Majutsu no Index-tan,"['Comedy', 'Parody']","Feb 7, 2009 to May 29, 2009",2.0,42384,2101,3742.0,7.02
5675,1249,"Zone of the Enders: Dolores, I","['Action', 'Adventure', 'Space', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']","Apr 7, 2001 to Sep 29, 2001",26.0,9166,4501,3748.0,7.02
5676,31234,Himouto! Umaru-chanS,"['Comedy', 'Seinen', 'Slice of Life']","Sep 16, 2015 to Feb 17, 2016",12.0,40318,2185,3799.0,7.0
5678,8630,Hidan no Aria,"['Action', 'Comedy', 'Romance', 'School']","Apr 15, 2011 to Jul 1, 2011",12.0,267310,370,3798.0,7.0
5679,456,Gokujou Seitokai,"['Comedy', 'School', 'Slice of Life']","Apr 7, 2005 to Sep 29, 2005",26.0,15541,3617,3796.0,7.0
5683,930,Densetsu Kyojin Ideon,"['Sci-Fi', 'Space', 'Drama', 'Mecha']","May 8, 1980 to Jan 30, 1981",39.0,9890,4366,3791.0,7.0
5684,1668,Bakuten Shoot Beyblade G Revolution,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']","Jan 6, 2003 to Dec 29, 2003",52.0,32512,2450,3789.0,7.0
5685,3672,Tottemo! Luckyman,"['Comedy', 'Super Power', 'Sci-Fi', 'Shounen']","Apr 6, 1994 to Mar 23, 1995",50.0,960,9601,3784.0,7.01
5686,10276,Tennis no Ouji-sama: Mini Theater,['Comedy'],"Dec 22, 2009",3.0,3633,6531,3783.0,7.01
5687,1857,Taiyou no Mokushiroku: A Spirit of the Sun,"['Drama', 'Sci-Fi']","Sep 17, 2006 to Sep 18, 2006",2.0,2144,7781,3780.0,7.01
5688,24133,Taimadou Gakuen 35 Shiken Shoutai,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']","Oct 8, 2015 to Dec 24, 2015",12.0,194851,556,3779.0,7.01
5689,3574,Switch,"['Action', 'Mystery', 'Police']","Oct 24, 2008 to Feb 25, 2009",2.0,22431,3014,3778.0,7.01
5690,33019,Reikenzan: Eichi e no Shikaku,"['Comedy', 'Magic', 'Fantasy']","Jan 8, 2017 to Mar 26, 2017",12.0,31080,2516,3777.0,7.01
5692,162,Pita Ten,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']","Apr 7, 2002 to Sep 29, 2002",26.0,19063,3261,3774.0,7.01
5693,32962,Occultic;Nine,"['Sci-Fi', 'Mystery']","Oct 9, 2016 to Dec 25, 2016",12.0,151488,731,3773.0,7.01
5694,37126,Nobunaga no Shinobi: Anegawa Ishiyama-hen,"['Comedy', 'Historical']","Apr 7, 2018 to Sep 29, 2018",26.0,5733,5437,3772.0,7.01
5695,1152,New Dominion Tank Police,"['Police', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']","Oct 20, 1993 to Oct 21, 1994",6.0,7621,4838,3771.0,7.01
5696,1399,Macross 7 Encore,"['Action', 'Sci-Fi', 'Music', 'Space', 'Comedy', 'Drama', 'Mecha', 'Shounen']","Dec 18, 1995 to Feb 25, 1996",3.0,7169,4956,3770.0,7.01
5697,3654,Macademi Wasshoi!,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'School', 'Supernatural']","Oct 6, 2008 to Dec 22, 2008",12.0,36816,2286,3769.0,7.01
5699,36790,Ling Yu 2nd Season,['Fantasy'],"Feb 18, 2016 to Apr 21, 2016",10.0,1283,9003,3767.0,7.01
5700,39080,Ling Jian Zun,"['Action', 'Fantasy']","Jan 14, 2019 to Apr 16, 2019",30.0,944,9673,3766.0,7.01
5701,968,Kakutou Bijin Wulong: Rebirth,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']","Apr 2, 2006 to Oct 1, 2006",25.0,2703,7233,3765.0,7.01
5704,1020,Honoo no Mirage: Minagiwa no Hangyakusha,"['Action', 'Romance', 'Supernatural', 'Historical', 'Drama', 'Shoujo', 'Shounen Ai']","Jul 28, 2004 to Nov 26, 2004",3.0,8182,4709,3763.0,7.01
5705,21431,Gokukoku no Brynhildr,"['Drama', 'Mystery', 'Sci-Fi', 'Seinen']","Apr 6, 2014 to Jun 29, 2014",13.0,244557,411,3761.0,7.01
5709,1151,Dominion,"['Sci-Fi', 'Comedy', 'Police', 'Mecha']","May 27, 1988 to Aug 11, 1989",4.0,11849,4036,3757.0,7.01
5710,17827,Daitoshokan no Hitsujikai,"['Harem', 'Romance', 'School']","Oct 9, 2014 to Dec 25, 2014",12.0,85880,1266,3756.0,7.01
5712,5031,Cobra The Animation: Time Drive,"['Action', 'Adventure', 'Space', 'Sci-Fi']","Apr 24, 2009 to Jun 26, 2009",2.0,3109,6929,3753.0,7.01
5714,4646,Cobra The Animation: The Psycho-Gun,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Space']","Aug 29, 2008 to Feb 27, 2009",4.0,4046,6249,3752.0,7.01
5715,751,Bomberman Jetters,"['Action', 'Sci-Fi', 'Adventure', 'Comedy']","Oct 2, 2002 to Sep 24, 2003",52.0,2981,7023,3751.0,7.01
5741,2787,Shakugan no Shana II (Second),"['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']","Oct 5, 2007 to Mar 28, 2008",24.0,245955,408,1203.0,7.68
5746,8348,Tengen Toppa Gurren Lagann: Parallel Works 2,"['Mecha', 'Music']","May 26, 2010",7.0,17989,3369,3782.0,7.01
5747,26453,Tribe Cool Crew,"['Music', 'School']","Sep 28, 2014 to Oct 4, 2015",50.0,4125,6209,3785.0,7.01
5748,4773,Yamato Takeru,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']","Apr 9, 1994 to Dec 24, 1994",37.0,1497,8633,3786.0,7.01
5749,9776,A-Channel,"['Comedy', 'School', 'Seinen', 'Slice of Life']","Apr 8, 2011 to Jun 24, 2011",12.0,80476,1351,3787.0,7.0
5750,10737,A-Channel: +A-Channel,"['Comedy', 'School', 'Slice of Life', 'Seinen']","May 25, 2011 to Oct 26, 2011",11.0,16395,3526,3788.0,7.0
5752,9314,Fractale,"['Adventure', 'Fantasy', 'Sci-Fi']","Jan 14, 2011 to Apr 1, 2011",11.0,70150,1496,3794.0,7.0
5754,2112,Over Drive,"['Shounen', 'Sports']","Apr 4, 2007 to Sep 26, 2007",26.0,36274,2304,1284.0,7.65
5755,8675,Seitokai Yakuindomo,"['Comedy', 'School', 'Shounen', 'Slice of Life']","Jul 4, 2010 to Sep 26, 2010",13.0,334975,290,1286.0,7.65
5757,37976,Zombieland Saga,"['Music', 'Comedy', 'Supernatural']","Oct 4, 2018 to Dec 20, 2018",12.0,228184,462,1296.0,7.65
5758,38101,5-toubun no Hanayome,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']","Jan 11, 2019 to Mar 29, 2019",12.0,213564,514,1297.0,7.64
5759,37614,Hitoribocchi no Marumaru Seikatsu,"['Comedy', 'School', 'Shounen', 'Slice of Life']","Apr 6, 2019 to Jun 22, 2019",12.0,94634,1166,1350.0,7.62
5773,5039,Kurozuka,"['Action', 'Drama', 'Historical', 'Horror', 'Romance', 'Sci-Fi', 'Vampire']","Oct 7, 2008 to Dec 23, 2008",12.0,74541,1429,3850.0,6.99
5774,16524,Suisei no Gargantia,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']","Apr 7, 2013 to Jun 30, 2013",13.0,251411,392,1549.0,7.56
5775,34547,Shoukoku no Altair,"['Military', 'Adventure', 'Historical', 'Drama', 'Fantasy', 'Shounen']","Jul 8, 2017 to Dec 23, 2017",24.0,50183,1893,1548.0,7.56
5777,36522,Ling Qi 2,"['Action', 'Comedy', 'Magic', 'Shounen Ai', 'Supernatural']","Feb 23, 2018 to May 11, 2018",12.0,19271,3260,1544.0,7.56
5778,1651,Uchuu Senkan Yamato 2,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama']","Oct 14, 1978 to Apr 7, 1979",26.0,5667,5462,1600.0,7.54
5779,4654,Toaru Majutsu no Index,"['Action', 'Magic', 'Sci-Fi', 'Super Power']","Oct 5, 2008 to Mar 19, 2009",24.0,518367,122,1599.0,7.54
5780,200,Tenshi na Konamaiki,"['Comedy', 'Magic', 'Romance', 'Shounen']","Apr 6, 2002 to Mar 29, 2003",50.0,20444,3154,1598.0,7.54
5781,8995,Tales of Symphonia The Animation: Sekai Tougou-hen,"['Action', 'Adventure', 'Magic', 'Martial Arts', 'Fantasy']","Nov 23, 2011 to Oct 24, 2012",3.0,19536,3228,1597.0,7.54
5782,5118,Suzumiya Haruhi-chan no Yuuutsu,"['Comedy', 'Parody']","Feb 14, 2009 to May 8, 2009",25.0,84772,1285,1596.0,7.54
5784,36873,Back Street Girls: Gokudolls,"['Comedy', 'Ecchi', 'Seinen']","Jul 4, 2018 to Sep 5, 2018",10.0,64490,1589,4050.0,6.93
5786,36511,Tokyo Ghoul:re,"['Action', 'Psychological', 'Supernatural', 'Mystery', 'Drama', 'Horror', 'Seinen']","Apr 3, 2018 to Jun 19, 2018",12.0,432650,181,4048.0,6.94
5788,38050,Shoujo☆Kageki Revue Starlight Specials,['Comedy'],"Oct 24, 2018 to Feb 27, 2019",3.0,4420,6049,4046.0,6.94
5789,19365,Samurai Flamenco,"['Action', 'Comedy', 'Parody', 'Super Power']","Oct 11, 2013 to Mar 28, 2014",22.0,105154,1059,4043.0,6.94
5790,12591,Ojamajo Doremi OVA,"['Kids', 'Magic']",2001,3.0,1356,8868,4040.0,6.94
5791,4051,Net Ghost Pipopa,"['Action', 'Adventure', 'Comedy', 'Kids', 'Sci-Fi', 'Shounen']","Apr 6, 2008 to Mar 29, 2009",51.0,1390,8809,4039.0,6.94
5792,38778,Midara na Ao-chan wa Benkyou ga Dekinai,"['Comedy', 'Romance', 'Ecchi', 'Shounen']","Apr 6, 2019 to Jun 22, 2019",12.0,97221,1142,4036.0,6.94
5793,580,Kogepan,['Comedy'],"Nov 5, 2001 to Nov 16, 2001",10.0,5293,5621,4032.0,6.94
5794,10191,Katte ni Kaizou,"['Comedy', 'Parody', 'School', 'Sci-Fi', 'Shounen']","May 23, 2011 to Oct 26, 2011",6.0,24994,2849,4030.0,6.94
5796,2916,Genki Bakuhatsu Ganbaruger,"['Mecha', 'Shounen']","Apr 1, 1992 to Feb 24, 1993",47.0,708,10216,4025.0,6.94
5798,124,Fushigi Yuugi: Eikouden,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']","Dec 21, 2001 to Jun 25, 2002",4.0,14290,3742,4024.0,6.94
5799,18001,Freezing Vibration,"['Action', 'Military', 'Sci-Fi', 'Harem', 'Drama', 'Romance', 'Ecchi', 'Martial Arts', 'Seinen']","Oct 4, 2013 to Dec 20, 2013",12.0,121159,932,4023.0,6.94
5800,870,Dragon Half,"['Comedy', 'Fantasy', 'Parody']","Mar 26, 1993 to May 28, 1993",2.0,15596,3612,4021.0,6.94
5801,984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']","Jul 23, 1993",2.0,32964,2430,4020.0,6.94
5803,21729,Cardfight!! Vanguard: Legion Mate-hen,"['Action', 'Adventure', 'Demons', 'Game', 'Shounen']","Mar 9, 2014 to Oct 19, 2014",33.0,9743,4390,4018.0,6.94
5805,11837,Zetman,"['Action', 'Drama', 'Horror', 'Romance', 'Sci-Fi', 'Seinen', 'Supernatural']","Apr 3, 2012 to Jun 26, 2012",13.0,97382,1126,4015.0,6.95
5807,3691,Watashi to Watashi: Futari no Lotte,"['Slice of Life', 'Kids', 'Shoujo']","Nov 9, 1991 to Sep 5, 1992",29.0,765,10052,4013.0,6.95
5810,5203,Shin Maple Town Monogatari: Palm Town-hen,"['Slice of Life', 'Fantasy']","Jan 18, 1987 to Dec 27, 1987",44.0,1039,9430,4010.0,6.95
5811,561,Sakura Taisen,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 8, 2000 to Sep 23, 2000",25.0,15704,3605,4009.0,6.95
5813,1942,Rocket Girls,"['Adventure', 'Sci-Fi', 'Space']","Feb 22, 2007 to May 18, 2007",12.0,6462,5177,4006.0,6.95
5815,34262,Oushitsu Kyoushi Heine,"['Slice of Life', 'Comedy', 'Historical', 'Shounen']","Apr 5, 2017 to Jun 21, 2017",12.0,80597,1354,1593.0,7.54
5816,1212,Oban Star-Racers,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 12, 2006 to Dec 6, 2006",26.0,36923,2281,1592.0,7.54
